test_id	gene_id	gene	name	description	pseudo	locus	sample_1	sample_2	status	fpkm_KO	fpkm_WT	test_stat	p_value	q_value	significant	dist2Telo	subtelo.HP1
XLOC_000840	XLOC_000840	PF3D7_0412700	VAR	"erythrocyte membrane protein 1, PfEMP1"	No	Pf3D7_04_v3:561666-569342	KO	WT	OK	5.50619	2.38437	-4.85866	5.00E-05	0.00198172	yes	569342	FALSE
XLOC_004814	XLOC_004814	PF3D7_1404300	SOAP	"secreted ookinete adhesive protein, putative"	No	Pf3D7_14_v3:149999-150608	KO	WT	OK	5.42259	2.3332	-1.42045	0.09475	0.380937	no	150000	FALSE
XLOC_000761	XLOC_000761	PF3D7_0425400		"Plasmodium exported protein (PHISTa), unknown function"	No	Pf3D7_04_v3:1143991-1144824	KO	WT	OK	2.09939	0.89542	-0.958193	0.3194	0.683057	no	56498	TRUE
XLOC_001879	XLOC_001879	PF3D7_0728500		"conserved Plasmodium protein, unknown function"	No	Pf3D7_07_v3:1216087-1217201	KO	WT	OK	6.94294	2.96126	-0.958193	0.3194	0.683057	no	228006	FALSE
XLOC_002433	XLOC_002433	PF3D7_0901100	RIF	rifin	No	Pf3D7_09_v3:61341-62553	KO	WT	NOTEST	1.07449	0.458284	0	1	1	no	62553	TRUE
XLOC_002427	XLOC_002427	PF3D7_0900500	RIF	rifin	No	Pf3D7_09_v3:42908-44045	KO	WT	OK	9.07998	3.8561	-2.65118	0.0062	0.0733367	no	44045	TRUE
XLOC_001804	XLOC_001804	PF3D7_0712000	VAR	"erythrocyte membrane protein 1, PfEMP1"	No	Pf3D7_07_v3:527337-535131	KO	WT	OK	4.82028	2.04318	-4.76299	5.00E-05	0.00198172	yes	535131	FALSE
XLOC_000090	XLOC_000090	PF3D7_0102500	EBA181	erythrocyte binding antigen-181	No	Pf3D7_01_v3:110749-115799	KO	WT	OK	18.1749	7.69837	-5.96842	5.00E-05	0.00198172	yes	115799	FALSE
XLOC_002187	XLOC_002187	PF3D7_0822900		"conserved Plasmodium protein, unknown function"	No	Pf3D7_08_v3:1007776-1011307	KO	WT	OK	5.50991	2.33217	-3.86844	0.0002	0.00680897	yes	461498	FALSE
XLOC_002774	XLOC_002774	PF3D7_1036000	MSP11	merozoite surface protein	No	Pf3D7_10_v3:1427126-1428344	KO	WT	OK	27.1081	11.4667	-4.34667	5.00E-05	0.00198172	yes	260529	FALSE
XLOC_001809	XLOC_001809	PF3D7_0712600	VAR	"erythrocyte membrane protein 1, PfEMP1"	No	Pf3D7_07_v3:566725-574308	KO	WT	OK	4.94023	2.08365	-4.77936	5.00E-05	0.00198172	yes	574308	FALSE
XLOC_004411	XLOC_004411	PF3D7_1367800	PSOP2	"secreted ookinete protein, putative"	No	Pf3D7_13_v3:2701227-2704776	KO	WT	OK	3.36815	1.41919	-3.24758	0.00125	0.0252424	yes	224008	FALSE
XLOC_001895	XLOC_001895	PF3D7_0800300	VAR	"erythrocyte membrane protein 1, PfEMP1"	No	Pf3D7_08_v3:40947-50939	KO	WT	OK	7.20642	3.03205	-5.74523	5.00E-05	0.00198172	yes	40948	TRUE
XLOC_000156	XLOC_000156	PF3D7_0115150		"Plasmodium exported protein, unknown function, pseudogene"	Yes	Pf3D7_01_v3:589385-589994	KO	WT	NOTEST	0.23779	0.1	0	1	1	no	50857	#N/A
XLOC_002323	XLOC_002323	PF3D7_0919500	MFS3	"major facilitator superfamily domain-containing protein, putative"	No	Pf3D7_09_v3:798497-799928	KO	WT	OK	8.64769	3.6254	-3.11601	0.0016	0.0299211	yes	743237	FALSE
XLOC_002790	XLOC_002790	PF3D7_1039100		"DnaJ protein, putative, pseudogene"	Yes	Pf3D7_10_v3:1574059-1575948	KO	WT	OK	3.09628	1.29587	-2.31874	0.01415	0.124422	no	113596	TRUE
XLOC_000250	XLOC_000250	PF3D7_0221000		"Plasmodium exported protein, unknown function"	No	Pf3D7_02_v3:848091-849119	KO	WT	OK	12.3438	5.1359	-2.82821	0.00405	0.0557242	no	99010	TRUE
XLOC_000064	XLOC_000064	PF3D7_0113800		"DBL containing protein, unknown function"	No	Pf3D7_01_v3:527106-536351	KO	WT	OK	5.96414	2.4791	-5.53806	5.00E-05	0.00198172	yes	113744	TRUE
XLOC_003278	XLOC_003278	PF3D7_1101300	RIF	rifin	No	Pf3D7_11_v3:73243-74442	KO	WT	OK	20.5213	8.48719	-3.59352	0.0009	0.0194305	yes	74442	TRUE
XLOC_001892	XLOC_001892	PF3D7_0732500	RIF	rifin	No	Pf3D7_07_v3:1402622-1403978	KO	WT	OK	4.405	1.8215	-2.18043	0.0223	0.170166	no	41229	TRUE
XLOC_001625	XLOC_001625	PF3D7_0713100	MC-2TM	Pfmc-2TM Maurer's cleft two transmembrane protein	No	Pf3D7_07_v3:605652-606440	KO	WT	OK	230.342	95.213	-6.15026	5.00E-05	0.00198172	yes	605653	FALSE
XLOC_002375	XLOC_002375	PF3D7_0928400		"conserved Plasmodium membrane protein, unknown function"	No	Pf3D7_09_v3:1145363-1146038	KO	WT	OK	6.88537	2.84594	-1.8494	0.04675	0.26274	no	396371	FALSE
XLOC_005522	XLOC_005522	PF3D7_1459900		"conserved Plasmodium membrane protein, unknown function"	No	Pf3D7_14_v3:2450206-2450788	KO	WT	OK	10.3955	4.29206	-1.95006	0.03345	0.215242	no	841148	FALSE
XLOC_001746	XLOC_001746	PF3D7_0701100	RIF	rifin	No	Pf3D7_07_v3:55561-56781	KO	WT	OK	6.92218	2.84176	-2.44071	0.01155	0.111127	no	56781	TRUE
XLOC_005219	XLOC_005219	PF3D7_1400200	RIF	rifin	No	Pf3D7_14_v3:7207-8538	KO	WT	OK	3.90559	1.5891	-2.06559	0.0296	0.200007	no	8538	TRUE
XLOC_005221	XLOC_005221	PF3D7_1400400	RIF	rifin	No	Pf3D7_14_v3:14125-15363	KO	WT	OK	3.97778	1.61367	-1.97792	0.0334	0.215242	no	15363	TRUE
XLOC_002770	XLOC_002770	PF3D7_1035600	H101	merozoite surface protein	No	Pf3D7_10_v3:1409280-1410555	KO	WT	OK	6.65095	2.69527	-2.75042	0.00625	0.0737639	no	278375	FALSE
XLOC_000253	XLOC_000253	PF3D7_0221400		stevor	No	Pf3D7_02_v3:860465-861504	KO	WT	OK	13.3085	5.37895	-3.01183	0.0027	0.0415643	yes	86636	TRUE
XLOC_004349	XLOC_004349	PF3D7_1357300		"dynein light chain, putative"	No	Pf3D7_13_v3:2274712-2275078	KO	WT	OK	4.77771	1.90541	-0.628264	0.2674	0.634001	no	650523	FALSE
XLOC_000763	XLOC_000763	PF3D7_0425800	VAR	"erythrocyte membrane protein 1, PfEMP1"	No	Pf3D7_04_v3:1156422-1167821	KO	WT	OK	4.28842	1.70693	-5.56957	5.00E-05	0.00198172	yes	44067	TRUE
XLOC_000647	XLOC_000647	PF3D7_0401400	RIF	rifin	No	Pf3D7_04_v3:85396-86608	KO	WT	OK	14.0282	5.51636	-3.26407	0.0015	0.0283505	yes	85397	TRUE
XLOC_002418	XLOC_002418	PF3D7_0936900		"Plasmodium exported protein (PHISTb), unknown function, pseudogene"	Yes	Pf3D7_09_v3:1462399-1463659	KO	WT	OK	37.8492	14.7927	-4.96143	5.00E-05	0.00198172	yes	79335	TRUE
XLOC_000069	XLOC_000069	PF3D7_0115100		"Plasmodium exported protein (PHISTa), unknown function"	No	Pf3D7_01_v3:587390-588394	KO	WT	NOTEST	0.256102	0.1	0	1	1	no	53460	TRUE
XLOC_003021	XLOC_003021	PF3D7_1100400	RIF	rifin	No	Pf3D7_11_v3:48111-49307	KO	WT	OK	1.76525	0.687159	-1.24136	0.1658	0.510188	no	48112	TRUE
XLOC_001898	XLOC_001898	PF3D7_0800900		"Plasmodium exported protein (hyp7), unknown function, pseudogene"	Yes	Pf3D7_08_v3:83127-83904	KO	WT	OK	3.64097	1.41732	-1.24136	0.1658	0.510188	no	83128	FALSE
XLOC_001231	XLOC_001231	PF3D7_0532700	VAR	"erythrocyte membrane protein 1 (PfEMP1), pseudogene"	Yes	Pf3D7_05_v3:1322399-1323249	KO	WT	NOTEST	0.54323	0.211463	0	1	1	no	20308	TRUE
XLOC_005216	XLOC_005216	PF3D7_1479900		stevor	No	Pf3D7_14_v3:3282728-3283752	KO	WT	OK	2.91385	1.12977	-1.62942	0.0667	0.314324	no	9207	TRUE
XLOC_001563	XLOC_001563	PF3D7_0632800	VAR	"erythrocyte membrane protein 1, PfEMP1"	No	Pf3D7_06_v3:1374796-1382627	KO	WT	OK	4.02667	1.55461	-4.80138	5.00E-05	0.00198172	yes	35615	TRUE
XLOC_001750	XLOC_001750	PF3D7_0701700	EPF1	exported protein family 1	No	Pf3D7_07_v3:72476-73325	KO	WT	NOTEST	0.259109	0.1	0	1	1	no	73325	TRUE
XLOC_000759	XLOC_000759	PF3D7_0425200		"Plasmodium exported protein (hyp15), unknown function"	No	Pf3D7_04_v3:1136585-1137385	KO	WT	OK	1.56439	0.60177	-0.851824	0.39355	0.744013	no	63904	TRUE
XLOC_003279	XLOC_003279	PF3D7_1101400	RIF	"rifin, pseudogene"	Yes	Pf3D7_11_v3:76819-78000	KO	WT	NOTEST	0.385984	0.146741	0	1	1	no	78000	TRUE
XLOC_000001	XLOC_000001	PF3D7_0100100	VAR	"erythrocyte membrane protein 1, PfEMP1"	No	Pf3D7_01_v3:29509-37126	KO	WT	OK	3.22447	1.213	-4.46688	0.0002	0.00680897	yes	29510	TRUE
XLOC_000900	XLOC_000900	PF3D7_0426000	VAR	"erythrocyte membrane protein 1, PfEMP1"	No	Pf3D7_04_v3:1173052-1180226	KO	WT	OK	1.65336	0.619772	-3.49103	0.0004	0.0111225	yes	20264	TRUE
XLOC_002423	XLOC_002423	PF3D7_0937600	VAR	"erythrocyte membrane protein 1, PfEMP1"	No	Pf3D7_09_v3:1486069-1490187	KO	WT	OK	1.49045	0.554503	-2.77405	0.00715	0.080795	no	55665	TRUE
XLOC_001233	XLOC_001233	PF3D7_0600200	VAR	"erythrocyte membrane protein 1, PfEMP1"	No	Pf3D7_06_v3:3502-12835	KO	WT	OK	1.80629	0.671472	-4.06929	0.0002	0.00680897	yes	3503	TRUE
XLOC_000383	XLOC_000383	PF3D7_0220900		"Plasmodium exported protein, unknown function, pseudogene"	Yes	Pf3D7_02_v3:845599-846375	KO	WT	OK	15.6433	5.81276	-2.59795	0.01015	0.101903	no	100727	TRUE
XLOC_000273	XLOC_000273	PF3D7_0200700	RIF	rifin	No	Pf3D7_02_v3:48922-50147	KO	WT	OK	6.72811	2.49623	-2.59558	0.01015	0.101903	no	50147	TRUE
XLOC_000150	XLOC_000150	PF3D7_0114400	VAR	"erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene"	Yes	Pf3D7_01_v3:554056-555439	KO	WT	OK	3.40561	1.26313	-2.39039	0.01605	0.13445	no	85412	TRUE
XLOC_005217	XLOC_005217	PF3D7_1480000	RIF	rifin	No	Pf3D7_14_v3:3285899-3287003	KO	WT	OK	2.59188	0.955778	-1.71152	0.0577	0.290721	no	6036	TRUE
XLOC_003784	XLOC_003784	PF3D7_1252200	CHT1	chitinase	No	Pf3D7_12_v3:2125434-2126571	KO	WT	OK	3.35239	1.2332	-2.1213	0.0279	0.194203	no	146059	FALSE
XLOC_000522	XLOC_000522	PF3D7_0300400		stevor	No	Pf3D7_03_v3:52279-53273	KO	WT	OK	2.13642	0.784933	-1.32045	0.1526	0.491187	no	53273	TRUE
XLOC_005212	XLOC_005212	PF3D7_1479500		stevor	No	Pf3D7_14_v3:3269493-3270496	KO	WT	OK	3.15505	1.15907	-1.71979	0.0575	0.290721	no	22442	TRUE
XLOC_004432	XLOC_004432	PF3D7_1371900		"Plasmodium exported protein, unknown function"	No	Pf3D7_13_v3:2829855-2830669	KO	WT	OK	331.294	121.661	-7.04351	5.00E-05	0.00198172	yes	95380	FALSE
XLOC_001751	XLOC_001751	PF3D7_0701800	RIF	rifin	No	Pf3D7_07_v3:75917-77055	KO	WT	OK	7.23527	2.6508	-2.714	0.0066	0.0762013	no	77055	TRUE
XLOC_001058	XLOC_001058	PF3D7_0532900	RIF	rifin	No	Pf3D7_05_v3:1326244-1327429	KO	WT	OK	4.32333	1.58261	-2.1238	0.0274	0.194029	no	17312	TRUE
XLOC_000264	XLOC_000264	PF3D7_0223100	RIF	rifin	No	Pf3D7_02_v3:904550-905775	KO	WT	OK	18.1895	6.65662	-3.82168	0.0007	0.0163057	yes	42551	TRUE
XLOC_003802	XLOC_003802	PF3D7_1254600		stevor	No	Pf3D7_12_v3:2221834-2222848	KO	WT	OK	2.61805	0.951093	-1.52186	0.0983	0.387581	no	49659	TRUE
XLOC_002061	XLOC_002061	PF3D7_0832300		"Plasmodium exported protein (PHISTa-like), unknown function"	No	Pf3D7_08_v3:1397013-1397885	KO	WT	OK	4.04038	1.46258	-1.7522	0.05375	0.284009	no	75791	TRUE
XLOC_000158	XLOC_000158	PF3D7_0200100	VAR	"erythrocyte membrane protein 1, PfEMP1"	No	Pf3D7_02_v3:25231-31168	KO	WT	OK	1.79945	0.649709	-3.40343	0.00145	0.0281057	yes	25232	TRUE
XLOC_004433	XLOC_004433	PF3D7_1372000		"Plasmodium exported protein (PHISTa), unknown function"	No	Pf3D7_13_v3:2832951-2834322	KO	WT	OK	21.4952	7.66883	-4.66033	5.00E-05	0.00198172	yes	92284	FALSE
XLOC_004439	XLOC_004439	PF3D7_1372800		stevor	No	Pf3D7_13_v3:2863865-2864869	KO	WT	OK	1.62224	0.576546	-1.17263	0.21805	0.575007	no	61370	TRUE
XLOC_002805	XLOC_002805	PF3D7_1041200	RIF	rifin	No	Pf3D7_10_v3:1639170-1640518	KO	WT	OK	9.89349	3.51611	-3.30284	0.0015	0.0283505	yes	48485	TRUE
XLOC_002803	XLOC_002803	PF3D7_1041000	RIF	rifin	No	Pf3D7_10_v3:1632397-1633665	KO	WT	OK	3.6007	1.2706	-2.22578	0.022	0.168603	no	55258	TRUE
XLOC_002604	XLOC_002604	PF3D7_0936100	ETRAMP9	early transcribed membrane protein	No	Pf3D7_09_v3:1430606-1431146	KO	WT	OK	601.204	211.353	-7.52827	5.00E-05	0.00198172	yes	110589	FALSE
XLOC_000884	XLOC_000884	PF3D7_0421700		"conserved Plasmodium protein, unknown function"	No	Pf3D7_04_v3:987841-994360	KO	WT	NOTEST	1.21604	0.427362	0	1	1	no	206130	FALSE
XLOC_002064	XLOC_002064	PF3D7_0832900		stevor	No	Pf3D7_08_v3:1414282-1415293	KO	WT	OK	6.47284	2.25954	-2.5592	0.01215	0.113208	no	58522	TRUE
XLOC_000883	XLOC_000883	PF3D7_0421500	RIF	"rifin, pseudogene"	Yes	Pf3D7_04_v3:981822-982990	KO	WT	OK	16.2337	5.66422	-3.82769	0.0006	0.014419	yes	217500	FALSE
XLOC_001398	XLOC_001398	PF3D7_0600400	VAR	"erythrocyte membrane protein 1, PfEMP1"	No	Pf3D7_06_v3:18585-22721	KO	WT	NOTEST	0.528853	0.183318	0	1	1	no	22721	TRUE
XLOC_001057	XLOC_001057	PF3D7_0532500		"Plasmodium exported protein, unknown function"	No	Pf3D7_05_v3:1316341-1316846	KO	WT	OK	564.408	194.351	-5.69333	5.00E-05	0.00198172	yes	27215	FALSE
XLOC_002608	XLOC_002608	PF3D7_0937100		"Plasmodium exported protein, unknown function"	No	Pf3D7_09_v3:1468545-1469417	KO	WT	OK	19.3141	6.62499	-3.53956	0.0012	0.0244184	yes	72318	TRUE
XLOC_003806	XLOC_003806	PF3D7_1200200	RIF	rifin	No	Pf3D7_12_v3:26320-27687	KO	WT	OK	3.59533	1.2332	-2.28384	0.02065	0.161758	no	27687	TRUE
XLOC_004364	XLOC_004364	PF3D7_1359800		"ADP-ribosylation factor, putative"	No	Pf3D7_13_v3:2393369-2394355	KO	WT	OK	2.25991	0.769694	-0.994136	0.32295	0.685615	no	531866	FALSE
XLOC_004441	XLOC_004441	PF3D7_1373000	RIF	rifin	No	Pf3D7_13_v3:2868922-2870165	KO	WT	OK	11.9056	4.05174	-3.46431	0.0009	0.0194305	yes	56313	TRUE
XLOC_000694	XLOC_000694	PF3D7_0413400	VAR	"erythrocyte membrane protein 1 (PfEMP1), exon 1, pseudogene"	Yes	Pf3D7_04_v3:612797-614069	KO	WT	OK	2.76812	0.940446	-2.28769	0.0252	0.184095	no	587692	FALSE
XLOC_000313	XLOC_000313	PF3D7_0207300	SERA8	serine repeat antigen 8	No	Pf3D7_02_v3:290167-292703	KO	WT	OK	2.11542	0.715142	-2.54136	0.01295	0.118174	no	292703	FALSE
XLOC_002149	XLOC_002149	PF3D7_0814600		"conserved Plasmodium protein, unknown function"	No	Pf3D7_08_v3:703501-704683	KO	WT	OK	1.54063	0.519417	-1.43458	0.1382	0.466689	no	704683	FALSE
XLOC_000151	XLOC_000151	PF3D7_0114500		"Plasmodium exported protein (hyp10), unknown function"	No	Pf3D7_01_v3:558200-558708	KO	WT	OK	1257.99	423.779	-6.38007	5.00E-05	0.00198172	yes	82143	TRUE
XLOC_003420	XLOC_003420	PF3D7_1129850		"UNC-50 protein, putative, pseudogene"	Yes	Pf3D7_11_v3:1153569-1154261	KO	WT	OK	2.69408	0.905093	-1.23575	0.2127	0.569801	no	884079	#N/A
XLOC_004799	XLOC_004799	PF3D7_1373100	RIF	rifin	No	Pf3D7_13_v3:2871859-2873088	KO	WT	OK	2.84257	0.951706	-1.89964	0.0475	0.26555	no	52148	TRUE
XLOC_000534	XLOC_000534	PF3D7_0302300		"erythrocyte membrane protein 1 (PfEMP1), pseudogene"	Yes	Pf3D7_03_v3:125991-130235	KO	WT	OK	10.1192	3.36075	-6.22777	5.00E-05	0.00198172	yes	130235	FALSE
XLOC_003520	XLOC_003520	PF3D7_1150200	RIF	rifin	No	Pf3D7_11_v3:2018713-2019967	KO	WT	OK	1.4545	0.482013	-1.25466	0.18325	0.532841	no	18373	TRUE
XLOC_000525	XLOC_000525	PF3D7_0301000	ACS2	acyl-CoA synthetase	No	Pf3D7_03_v3:69459-71919	KO	WT	OK	1.74133	0.574674	-2.59759	0.0106	0.10533	no	71919	TRUE
XLOC_001062	XLOC_001062	PF3D7_0500300	RIF	"rifin, pseudogene"	Yes	Pf3D7_05_v3:29775-30963	KO	WT	OK	7.24893	2.38944	-2.94922	0.00485	0.0628252	no	30963	TRUE
XLOC_002802	XLOC_002802	PF3D7_1040900	RIF	rifin	No	Pf3D7_10_v3:1628913-1630023	KO	WT	OK	6.62931	2.18229	-2.71956	0.009	0.0937235	no	58742	TRUE
XLOC_000515	XLOC_000515	PF3D7_0324400	RIF	rifin	No	Pf3D7_03_v3:1015794-1016942	KO	WT	OK	3.26502	1.07373	-2.24737	0.04225	0.247125	no	52176	TRUE
XLOC_002229	XLOC_002229	PF3D7_0832500	RIF	rifin	No	Pf3D7_08_v3:1402566-1403711	KO	WT	OK	8.77866	2.88056	-3.1433	0.0034	0.0492027	yes	69094	TRUE
XLOC_004207	XLOC_004207	PF3D7_1327900		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:1165306-1166558	KO	WT	OK	3.42718	1.12091	-0.917969	0.2953	0.659243	no	1165307	FALSE
XLOC_000757	XLOC_000757	PF3D7_0424800		"Plasmodium exported protein (PHISTb), unknown function"	No	Pf3D7_04_v3:1123985-1125004	KO	WT	OK	9.40632	3.04694	-3.17945	0.0031	0.0462475	yes	76504	TRUE
XLOC_002428	XLOC_002428	PF3D7_0900600	RIF	rifin	No	Pf3D7_09_v3:45901-47236	KO	WT	OK	3.10063	0.999614	-2.28714	0.0418	0.245575	no	47236	TRUE
XLOC_003808	XLOC_003808	PF3D7_1200500	RIF	rifin	No	Pf3D7_12_v3:43799-45106	KO	WT	OK	4.40304	1.41715	-2.55405	0.01175	0.111512	no	45106	TRUE
XLOC_005326	XLOC_005326	PF3D7_1420800		"dynein-associated protein, putative"	No	Pf3D7_14_v3:863622-864820	KO	WT	NOTEST	0.770372	0.246998	0	1	1	no	864820	FALSE
XLOC_000269	XLOC_000269	PF3D7_0200300		"erythrocyte membrane protein 1 (PfEMP1), exon 2"	No	Pf3D7_02_v3:35926-37249	KO	WT	NOTEST	0.347975	0.111568	0	1	1	no	37249	TRUE
XLOC_000166	XLOC_000166	PF3D7_0202900	DHHC12	"palmitoyltransferase DHHC12, putative"	No	Pf3D7_02_v3:138926-141192	KO	WT	OK	2.58272	0.824015	-1.51878	0.11565	0.427133	no	138927	FALSE
XLOC_001234	XLOC_001234	PF3D7_0600500	RIF	rifin	No	Pf3D7_06_v3:26556-27830	KO	WT	OK	3.08536	0.980807	-2.31164	0.04125	0.243151	no	26557	TRUE
XLOC_001575	XLOC_001575	PF3D7_0702600		"chitinase precursor fragment, truncated"	No	Pf3D7_07_v3:109914-110178	KO	WT	OK	129.647	40.962	-1.54142	0.11435	0.4234	no	109915	FALSE
XLOC_004068	XLOC_004068	PF3D7_1254700	RIF	rifin	No	Pf3D7_12_v3:2224996-2226201	KO	WT	OK	8.06324	2.54167	-3.07688	0.00415	0.0562261	no	45293	TRUE
XLOC_000516	XLOC_000516	PF3D7_0324500	RIF	rifin	No	Pf3D7_03_v3:1018873-1019973	KO	WT	OK	6.73213	2.12016	-2.84432	0.00755	0.0835376	no	49097	TRUE
XLOC_003268	XLOC_003268	PF3D7_1149800	RIF	rifin	No	Pf3D7_11_v3:2006705-2007829	KO	WT	OK	6.84091	2.15078	-2.84992	0.00735	0.0823541	no	31634	TRUE
XLOC_003800	XLOC_003800	PF3D7_1254400	RIF	rifin	No	Pf3D7_12_v3:2214670-2216019	KO	WT	OK	3.05609	0.955636	-2.35649	0.04105	0.24251	no	56823	TRUE
XLOC_002431	XLOC_002431	PF3D7_0900900		stevor	No	Pf3D7_09_v3:55073-56081	KO	WT	NOTEST	1.23425	0.384364	0	1	1	no	56081	TRUE
XLOC_000062	XLOC_000062	PF3D7_0113600	SURF1.2	"surface-associated interspersed protein 1.2 (SURFIN 1.2), pseudogene"	Yes	Pf3D7_01_v3:512085-517855	KO	WT	OK	9.39628	2.9171	-6.93566	5.00E-05	0.00198172	yes	128765	TRUE
XLOC_002070	XLOC_002070	PF3D7_0800400	RIF	rifin	No	Pf3D7_08_v3:52759-53982	KO	WT	OK	10.1891	3.16189	-3.44653	0.0017	0.0311334	yes	53982	TRUE
XLOC_001749	XLOC_001749	PF3D7_0701400	EPF4	"exported protein family 4, pseudogene"	Yes	Pf3D7_07_v3:65717-66854	KO	WT	OK	6.54749	2.02683	-2.78016	0.0089	0.0928642	no	66854	TRUE
XLOC_002936	XLOC_002936	PF3D7_1023500		"conserved Plasmodium protein, unknown function"	No	Pf3D7_10_v3:987016-987310	KO	WT	OK	18.28	5.63874	-0.853971	0.29205	0.656627	no	700346	FALSE
XLOC_001066	XLOC_001066	PF3D7_0500700	RIF	"rifin, pseudogene"	Yes	Pf3D7_05_v3:41128-41403	KO	WT	OK	26.3838	8.13846	-0.853971	0.29205	0.656627	no	41403	TRUE
XLOC_002068	XLOC_002068	PF3D7_0833400	RIF	rifin	No	Pf3D7_08_v3:1432695-1433932	KO	WT	OK	8.26268	2.54874	-3.23912	0.00285	0.0433706	yes	40109	TRUE
XLOC_000086	XLOC_000086	PF3D7_0101800		stevor	No	Pf3D7_01_v3:87202-88177	KO	WT	NOTEST	0.660529	0.203749	0	1	1	no	88177	TRUE
XLOC_001564	XLOC_001564	PF3D7_0700100	VAR	"erythrocyte membrane protein 1, PfEMP1"	No	Pf3D7_07_v3:20306-28083	KO	WT	OK	2.33091	0.717482	-4.61744	0.0002	0.00680897	yes	20307	TRUE
XLOC_002069	XLOC_002069	PF3D7_0800200	VAR	"erythrocyte membrane protein 1, PfEMP1"	No	Pf3D7_08_v3:29699-39033	KO	WT	OK	6.55673	2.01626	-7.10691	5.00E-05	0.00198172	yes	39033	TRUE
XLOC_001741	XLOC_001741	PF3D7_0700300	RIF	rifin	No	Pf3D7_07_v3:33584-34804	KO	WT	NOTEST	0.325664	0.1	0	1	1	no	34804	TRUE
XLOC_003890	XLOC_003890	PF3D7_1215500		"conserved Plasmodium protein, unknown function"	No	Pf3D7_12_v3:633891-634545	KO	WT	OK	127.714	38.6621	-0.875511	0.28795	0.654107	no	634545	FALSE
XLOC_001561	XLOC_001561	PF3D7_0632200	RIF	rifin	No	Pf3D7_06_v3:1341306-1342595	KO	WT	OK	3.64242	1.10022	-2.57643	0.01665	0.138169	no	75647	TRUE
XLOC_004488	XLOC_004488	PF3D7_1307400		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:335851-337263	KO	WT	OK	3.54488	1.06103	-2.60051	0.01535	0.13023	no	337263	FALSE
XLOC_000770	XLOC_000770	PF3D7_0401000	RIF	rifin	No	Pf3D7_04_v3:73267-74340	KO	WT	OK	10.4458	3.12208	-3.4386	0.0021	0.0351833	yes	74340	TRUE
XLOC_000387	XLOC_000387	PF3D7_0221700		"Plasmodium exported protein, unknown function"	No	Pf3D7_02_v3:869507-871124	KO	WT	OK	5.15847	1.54047	-3.34123	0.00245	0.0384969	yes	75978	TRUE
XLOC_002065	XLOC_002065	PF3D7_0833000	RIF	rifin	No	Pf3D7_08_v3:1417437-1418625	KO	WT	OK	5.72514	1.70708	-3.00167	0.00615	0.0730708	no	55367	TRUE
XLOC_000651	XLOC_000651	PF3D7_0402500	RIF	"rifin, pseudogene"	Yes	Pf3D7_04_v3:155876-156984	KO	WT	OK	10.6534	3.17609	-3.5789	0.0015	0.0283505	yes	155877	TRUE
XLOC_000399	XLOC_000399	PF3D7_0302200	CLAG3.2	cytoadherence linked asexual protein 3.2	No	Pf3D7_03_v3:119457-124735	KO	WT	OK	5.06734	1.5068	-5.22499	5.00E-05	0.00198172	yes	119458	FALSE
XLOC_005284	XLOC_005284	PF3D7_1413000		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:523889-525305	KO	WT	OK	4.4708	1.32712	-3.12049	0.00415	0.0562261	no	525305	FALSE
XLOC_001103	XLOC_001103	PF3D7_0507300	SOPT	"conserved Plasmodium protein, unknown function"	No	Pf3D7_05_v3:301929-304611	KO	WT	OK	2.72402	0.804597	-3.47837	0.00205	0.034896	yes	304611	FALSE
XLOC_002796	XLOC_002796	PF3D7_1040300	RIF	rifin	No	Pf3D7_10_v3:1609062-1610422	KO	WT	OK	10.2492	3.01448	-3.82983	0.0009	0.0194305	yes	78593	TRUE
XLOC_001805	XLOC_001805	PF3D7_0712200	RIF	"rifin, pseudogene"	Yes	Pf3D7_07_v3:540342-541541	KO	WT	NOTEST	1.09892	0.32088	0	1	1	no	541541	FALSE
XLOC_001393	XLOC_001393	PF3D7_0632400	RIF	rifin	No	Pf3D7_06_v3:1350723-1352087	KO	WT	OK	8.0337	2.33797	-3.53004	0.00195	0.0340673	yes	67518	TRUE
XLOC_000693	XLOC_000693	PF3D7_0413300	RIF	rifin	No	Pf3D7_04_v3:609154-610433	KO	WT	OK	8.01772	2.32965	-3.32397	0.00275	0.0422117	yes	591335	FALSE
XLOC_000268	XLOC_000268	PF3D7_0200200	RIF	rifin	No	Pf3D7_02_v3:33029-34259	KO	WT	OK	6.20954	1.79842	-2.9548	0.0068	0.0776662	no	34259	TRUE
XLOC_003026	XLOC_003026	PF3D7_1101700	MC-2TM	Pfmc-2TM Maurer's cleft two transmembrane protein	No	Pf3D7_11_v3:85628-86418	KO	WT	OK	50.5167	14.6252	-5.18541	5.00E-05	0.00198172	yes	85629	TRUE
XLOC_001237	XLOC_001237	PF3D7_0601400	VAR	"erythrocyte membrane protein 1 (PfEMP1), pseudogene"	Yes	Pf3D7_06_v3:51350-52898	KO	WT	NOTEST	0.345432	0.1	0	1	1	no	51351	TRUE
