geneID,name,tsGenLoc,description,loc,dist2Telo,family,H3K9me3_Salcedo-Amaya_Asex,HP1_Flueck_Asex,H3K9me3.RPKM.Troph.Bunnik,H3K9me3.RPKM.Gam.Bunnik,H3K9me3_Bunnik_Asex,H3K9me3_Bunnik_GC,HP1.RPKM.Schizonts.Fraschka,HP1.RPKM.eGC.Fraschka,HP1.RPKM.lGC.Fraschka,HP1.GeneCluster.Fraschka,HP1_Fraschka_Asex,HP1_Fraschka_eGC,HP1_Fraschka_lGC,H3K9.GamAsex.log2Ratio,HP1.GamAsex.log2Ratio,Repressed_in_GC,Derepressed_in_GC
PF3D7_1120100,PGM1,Pf3D7_11_v3: 761695 - 762818 (+),"phosphoglycerate mutase, putative (PGM1)",0,761695,other,0,0,0.1,0.1,0,0,0.31,0.51,0.44,12,0,0,0,0,0.505235308,0,0
PF3D7_0704400,PF3D7_0704400 protein,Pf3D7_07_v3: 204718 - 207750 (+),"phosphoinositide-binding protein, putative",0,204718,other,0,0,0.1,0.1,0,0,0.44,0.6,0.47,12,0,0,0,0,0.095157233,0,0
PF3D7_0720700,PF3D7_0720700 protein,Pf3D7_07_v3: 891683 - 899051 (+),"phosphoinositide-binding protein, putative",intergralMembrane,553524,other,0,0,0.1,0.1,0,0,0.29,0.48,0.53,12,0,0,0,0,0.869939459,0,0
PF3D7_1013500,PI-PLC,Pf3D7_10_v3: 526840 - 531448 (+),phosphoinositide-specific phospholipase C (PI-PLC),0,526840,other,0,0,0.1,0.1,0,0,0.47,0.44,0.56,12,0,0,0,0,0.25276607,0,0
PF3D7_0209100,PF3D7_0209100 protein,Pf3D7_02_v3: 381130 - 383445 (-),"phospholipase A2, putative",0,383445,other,0,0,0.1,0.1,0,0,0.28,0.52,0.46,12,0,0,0,0,0.716207034,0,0
PF3D7_0814400,PF3D7_0814400 protein,Pf3D7_08_v3: 695215 - 697522 (-),"phospholipase DDHD1, putative",0,697522,other,0,0,0.4,0.1,0,0,0.42,0.48,0.45,12,0,0,0,-2,0.099535674,0,0
PF3D7_0629300,PL,Pf3D7_06_v3: 1205190 - 1207781 (+),"phospholipase, putative (PL)",secretoryPathway,213052,other,0,0,0.1,0.1,0,0,0.43,0.58,0.59,11,0,0,0,0,0.456378295,0,0
PF3D7_0914200,PF3D7_0914200 protein,Pf3D7_09_v3: 608361 - 610075 (-),"phospholipid or glycerol acyltransferase, putative",secretoryPathway,610075,other,0,0,0.1,0.1,0,0,0.36,0.58,0.52,12,0,0,0,0,0.530514717,0,0
PF3D7_1022700,PF3D7_1022700 protein,Pf3D7_10_v3: 951752 - 952579 (-),"phospholipid scramblase, putative",0,735077,other,0,0,0.1,0.1,0,0,0.38,0.52,0.58,11,0,0,0,0,0.610053482,0,0
PF3D7_1223400,PF3D7_1223400 protein,Pf3D7_12_v3: 941125 - 946745 (+),"phospholipid-transporting ATPase, putative",intergralMembrane,941125,other,0,0,0.1,0.1,0,0,0.32,0.54,0.51,12,0,0,0,0,0.672425342,0,0
PF3D7_1017400,PMM,Pf3D7_10_v3: 697970 - 699823 (-),"phosphomannomutase, putative (PMM)",0,699823,other,0,0,0.1,0.1,0,0,0.32,0.37,0.39,10,0,0,0,0,0.285402219,0,0
PF3D7_0520500,PF3D7_0520500 protein,Pf3D7_05_v3: 841723 - 842655 (-),"phosphomethylpyrimidine kinase, putative",0,500902,other,0,0,0.1,0.1,0,0,0.3,0.44,0.49,10,0,0,0,0,0.707819249,0,0
PF3D7_0704700,PPAT,Pf3D7_07_v3: 233401 - 237414 (+),"phosphopantetheine adenylyltransferase, putative (PPAT)",intergralMembrane,233401,other,0,0,0.1,0.1,0,0,0.34,0.49,0.5,12,0,0,0,0,0.556393349,0,0
PF3D7_0816100,PF3D7_0816100 protein,Pf3D7_08_v3: 748653 - 749623 (+),"phosphopantothenoylcysteine decarboxylase, putative",0,724152,other,0,0,0.1,0.1,0,0,0.29,0.49,0.42,10,0,0,0,0,0.534336428,0,0
PF3D7_0412300,PF3D7_0412300 protein,Pf3D7_04_v3: 543625 - 545247 (+),"phosphopantothenoylcysteine synthetase, putative",0,543625,other,0,0,0.1,15.2,0,0,0.32,0.48,0.46,12,0,0,0,7.247927513,0.523561956,0,0
PF3D7_1325100,PF3D7_1325100 protein,Pf3D7_13_v3: 1044552 - 1045865 (-),phosphoribosylpyrophosphate synthetase,0,1045865,other,0,0,0.1,0.1,0,0,0.4,0.28,0.49,10,0,0,0,0,0.292781749,0,0
PF3D7_0109000,PHIL1,Pf3D7_01_v3: 363318 - 363992 (+),"photosensitized INA-labeled protein PHIL1, putative (PHIL1)",0,277533,other,0,0,0.1,0.1,0,0,0.4,0.67,0.58,11,0,0,0,0,0.5360529,0,0
PF3D7_0931700,PF3D7_0931700 protein,Pf3D7_09_v3: 1270155 - 1272656 (+),"PIH1 domain-containing protein, putative",0,271580,other,0,0,0.1,0.1,0,0,0.25,0.57,0.55,12,0,0,0,0,1.137503524,0,0
PF3D7_1235000,PIH1,Pf3D7_12_v3: 1459834 - 1461486 (+),"PIH1 domain-containing protein, putative (PIH1)",0,811660,other,0,0,0.1,0.1,0,0,0.33,0.52,0.46,12,0,0,0,0,0.479167837,0,0
PF3D7_1407900,PMI,Pf3D7_14_v3: 288297 - 289655 (+),plasmepsin I (PMI),foodVacuole,288297,other,0,0,0.1,0.1,0,0,0.41,0.52,0.5,12,0,0,0,0,0.286304185,0,0
PF3D7_1408000,PF3D7_1408000 protein,Pf3D7_14_v3: 293471 - 294832 (+),plasmepsin II,foodVacuole,293471,other,0,0,0.1,0.1,0,0,0.29,0.56,0.51,12,0,0,0,0,0.814444347,0,0
PF3D7_1408100,HAP,Pf3D7_14_v3: 297468 - 298823 (+),plasmepsin III (HAP),foodVacuole,297468,other,0,0,0.1,0.1,0,0,0.38,0.37,0.38,10,0,0,0,0,0,0,0
PF3D7_1407800,PM4,Pf3D7_14_v3: 283086 - 284435 (+),plasmepsin IV (PM4),exported,283086,other,0,0,0.1,0.1,0,0,0.4,0.52,0.49,12,0,0,0,0,0.292781749,0,0
PF3D7_1430200,PF3D7_1430200 protein,Pf3D7_14_v3: 1188349 - 1191466 (+),plasmepsin IX,exported,1188349,other,0,0,0.1,0.1,0,0,0.36,0.47,0.42,10,0,0,0,0,0.222392421,0,0
PF3D7_1323500,PMV,Pf3D7_13_v3: 975403 - 977175 (+),plasmepsin V (PMV),secretoryPathway,975403,other,0,0,0.1,0.1,0,0,0.33,0.52,0.48,12,0,0,0,0,0.540568381,0,0
PF3D7_0311700,PF3D7_0311700 protein,Pf3D7_03_v3: 502698 - 505848 (+),plasmepsin VI,secretoryPathway,502698,other,0,0,0.1,0.1,0,0,0.37,0.58,0.43,12,0,0,0,0,0.216811389,0,0
PF3D7_1033800,PF3D7_1033800 protein,Pf3D7_10_v3: 1351197 - 1353284 (+),plasmepsin VII,secretoryPathway,336459,other,0,0,0.1,0.1,0,0,0.32,0.54,0.46,12,0,0,0,0,0.523561956,0,0
PF3D7_1465700,PF3D7_1465700 protein,Pf3D7_14_v3: 2658255 - 2660911 (-),plasmepsin VIII,secretoryPathway,631025,other,0,0,0.1,0.1,0,0,0.27,0.38,0.45,10,0,0,0,0,0.736965594,0,0
PF3D7_0808200,PF3D7_0808200 protein,Pf3D7_08_v3: 416344 - 418065 (-),plasmepsin X,secretoryPathway,418065,other,0,0,0.1,0.1,0,0,0.44,0.58,0.59,11,0,0,0,0,0.423211431,0,0
PF3D7_0113300,PF3D7_0113300 protein,Pf3D7_01_v3: 504938 - 506874 (-),"Plasmodium exported protein (hyp1), unknown function",exported,133977,ExpHyp,0,0,0.1,0.1,0,0,0.35,0.41,0.43,10,0,0,0,0,0.296981738,0,0
PF3D7_0301600,GEXP21,Pf3D7_03_v3: 91115 - 93463 (-),"Plasmodium exported protein (hyp1), unknown function (GEXP21)",exported,93463,ExpHyp,0,0,0.1,0.1,0,0,0.34,0.48,0.51,12,0,0,0,0,0.584962501,0,0
PF3D7_0114500,PF3D7_0114500 protein,Pf3D7_01_v3: 558201 - 558708 (-),"Plasmodium exported protein (hyp10), unknown function",exported,82143,ExpHyp,1,1,81.8,90.5,1,1,2.17,7.01,7.21,7,1,1,1,0.145816949,1.732304217,0,0
PF3D7_0201400,PF3D7_0201400 protein,Pf3D7_02_v3: 69088 - 69771 (+),"Plasmodium exported protein (hyp10), unknown function",exported,69088,ExpHyp,1,1,138.7,93.9,1,1,16.99,11.2,9.72,3,1,1,1,-0.562770725,-0.805657634,0,0
PF3D7_0112800,PF3D7_0112800 protein,Pf3D7_01_v3: 481809 - 482618 (-),"Plasmodium exported protein (hyp11), unknown function",exported,158233,ExpHyp,0,0,0.1,0.1,0,0,0.53,0.67,0.7,11,0,0,0,0,0.401362562,0,0
PF3D7_0202300,PF3D7_0202300 protein,Pf3D7_02_v3: 117225 - 118235 (+),"Plasmodium exported protein (hyp11), unknown function",exported,117225,ExpHyp,0,0,0.1,112.3,0,1,0.49,3.23,5.56,8,0,1,1,10.13314221,3.504231229,1,0
PF3D7_0936200,PF3D7_0936200 protein,Pf3D7_09_v3: 1433332 - 1434108 (-),"Plasmodium exported protein (hyp11), unknown function",exported,107627,ExpHyp,0,0,0.1,0.1,0,0,0.57,0.64,0.52,11,0,0,0,0,-0.132450296,0,0
PF3D7_1102900,PF3D7_1102900 protein,Pf3D7_11_v3: 136661 - 137442 (+),"Plasmodium exported protein (hyp11), unknown function",exported,136661,ExpHyp,0,0,0.1,3.2,0,0,0.49,0.74,1.26,11,0,0,1,5,1.362570079,0,0
PF3D7_1148800,PF3D7_1148800 protein,Pf3D7_11_v3: 1941348 - 1942588 (+),"Plasmodium exported protein (hyp11), unknown function",exported,96992,ExpHyp,0,0,0.1,84.8,0,1,0.4,0.57,0.59,11,0,0,0,9.727920455,0.560714954,0,0
PF3D7_0702000,PF3D7_0702000 protein,Pf3D7_07_v3: 84797 - 85674 (+),"Plasmodium exported protein (hyp12), unknown function",exported,84797,ExpHyp,0,0,10.4,0.1,0,0,0.96,1.4,2.15,9,0,1,1,-6.700439718,1.163230349,0,0
PF3D7_1301400,HYP12,Pf3D7_13_v3: 82718 - 84018 (+),"Plasmodium exported protein (hyp12), unknown function (HYP12)",exported,82718,ExpHyp,0,0,0.5,72.8,0,1,0.55,2.23,5,8,0,1,1,7.185866545,3.184424571,1,0
PF3D7_1001000,PfJ13,Pf3D7_10_v3: 63152 - 64032 (+),"Plasmodium exported protein (hyp12), unknown function (PfJ13)",exported,63152,ExpHyp,0,0,1.4,121.1,0,1,0.54,3.81,6.31,7,0,1,1,6.434628228,3.546608693,1,0
PF3D7_0301100,PF3D7_0301100 protein,Pf3D7_03_v3: 76494 - 77474 (+),"Plasmodium exported protein (hyp13), unknown function",exported,76494,ExpHyp,1,1,153.4,143.2,1,1,NA,NA,NA,NA,NA,NA,NA,-0.09926699,NA,0,0
PF3D7_1478100,PF3D7_1478100 protein,Pf3D7_14_v3: 3216399 - 3217296 (-),"Plasmodium exported protein (hyp13), unknown function",exported,74640,ExpHyp,0,0,51.9,19.8,1,0,1.84,1.13,0.87,11,1,1,0,-1.390234108,-1.08061846,0,1
PF3D7_0221200,PF3D7_0221200 protein,Pf3D7_02_v3: 854966 - 855738 (+),"Plasmodium exported protein (hyp15), unknown function",exported,92136,ExpHyp,1,0,8.8,85.2,0,1,3.26,5.4,8.39,7,1,1,1,3.275278002,1.363798846,1,0
PF3D7_0425200,PF3D7_0425200 protein,Pf3D7_04_v3: 1136586 - 1137385 (+),"Plasmodium exported protein (hyp15), unknown function",exported,63904,ExpHyp,1,1,152.8,134.5,1,1,17.81,12.03,10.4,3,1,1,1,-0.184038371,-0.776103988,0,0
PF3D7_1477200,PF3D7_1477200 protein,Pf3D7_14_v3: 3175541 - 3176458 (+),"Plasmodium exported protein (hyp15), unknown function",exported,116395,ExpHyp,1,1,133.9,83,1,1,17.48,8.7,8.78,4,1,1,1,-0.689972719,-0.99341234,0,0
PF3D7_1001900,PfJ23,Pf3D7_10_v3: 99379 - 100361 (-),"Plasmodium exported protein (hyp16), unknown function (PfJ23)",exported,100361,ExpHyp,0,0,7.4,20.7,0,0,0.34,0.59,0.69,11,0,0,0,1.484033592,1.021061616,1,0
PF3D7_1477000,PF3D7_1477000 protein,Pf3D7_14_v3: 3168563 - 3171692 (+),"Plasmodium exported protein (hyp17), unknown function, pseudogene",exported,123373,ExpHyp,1,1,84.3,64.6,1,1,14.47,9.47,9.23,4,1,1,1,-0.383998466,-0.648662369,0,0
PF3D7_0220500,PF3D7_0220500 protein,Pf3D7_02_v3: 823825 - 824864 (-),"Plasmodium exported protein (hyp2), unknown function",exported,122238,ExpHyp,0,0,0.1,27.6,0,0,13.13,9.34,8.06,4,1,1,1,8.108524457,-0.704015172,0,0
PF3D7_1002000,PF3D7_1002000 protein,Pf3D7_10_v3: 103118 - 104683 (-),"Plasmodium exported protein (hyp2), unknown function",exported,104683,ExpHyp,0,0,0.1,29.9,0,0,0.39,0.93,1.69,9,0,0,1,8.224001674,2.115477217,1,0
PF3D7_0901700,PF3D7_0901700 protein,Pf3D7_09_v3: 82002 - 82998 (-),"Plasmodium exported protein (hyp5), unknown function",exported,82998,ExpHyp,0,0,10.4,117.5,0,1,0.39,3.97,5.24,8,0,1,1,3.498005323,3.748020783,1,0
PF3D7_0425100,PF3D7_0425100 protein,Pf3D7_04_v3: 1134415 - 1135175 (-),"Plasmodium exported protein (hyp6), unknown function",exported,65315,ExpHyp,1,1,118.6,126.6,1,1,14.86,9.47,8.99,4,1,1,1,0.094173395,-0.725041095,0,0
PF3D7_1477100,PF3D7_1477100 protein,Pf3D7_14_v3: 3172972 - 3173644 (-),"Plasmodium exported protein (hyp6), unknown function",exported,118292,ExpHyp,1,1,166.8,188.9,1,1,20.05,11.58,10.05,3,1,1,1,0.179503413,-0.996406735,0,0
PF3D7_0114800,PF3D7_0114800 protein,Pf3D7_01_v3: 569485 - 570272 (-),"Plasmodium exported protein (hyp7), unknown function",exported,70579,ExpHyp,1,1,120.9,120.3,1,1,NA,NA,NA,NA,NA,NA,NA,-0.007177602,NA,0,0
PF3D7_0800800,PF3D7_0800800 protein,Pf3D7_08_v3: 79823 - 80642 (+),"Plasmodium exported protein (hyp7), unknown function",exported,79823,ExpHyp,1,1,56,24.7,1,0,11.02,8.2,7.03,4,1,1,1,-1.180915785,-0.648527629,0,0
PF3D7_0800900,PF3D7_0800900 protein,Pf3D7_08_v3: 83128 - 83904 (+),"Plasmodium exported protein (hyp7), unknown function, pseudogene",exported,83128,ExpHyp,1,1,108.8,28.6,1,0,13.44,7.73,7.08,4,1,1,1,-1.927591504,-0.924711873,0,0
PF3D7_1301700,GEXP07,Pf3D7_13_v3: 99548 - 100521 (+),"Plasmodium exported protein (hyp8), unknown function (GEXP07)",exported,99548,ExpHyp,0,0,2.4,59.5,0,1,0.28,2.27,4.01,8,0,1,1,4.631783357,3.840103504,1,0
PF3D7_0113900,GEXP10,Pf3D7_01_v3: 537109 - 538025 (-),"Plasmodium exported protein (hyp8), unknown function (GEXP10)",exported,102826,ExpHyp,0,0,0.1,0.1,0,0,0.97,0.72,0.64,11,0,0,0,0,-0.599912842,0,0
PF3D7_0201500,PF3D7_0201500 protein,Pf3D7_02_v3: 73441 - 74396 (-),"Plasmodium exported protein (hyp9), unknown function",exported,74396,ExpHyp,0,0,7.8,18.5,0,0,0.63,1,1.98,9,0,0,1,1.245979242,1.652076697,1,0
PF3D7_0220600,PF3D7_0220600 protein,Pf3D7_02_v3: 831189 - 832005 (+),"Plasmodium exported protein (hyp9), unknown function",exported,115913,ExpHyp,0,0,0.1,0.1,0,0,0.58,1.1,2.8,9,0,1,1,0,2.271302022,0,0
PF3D7_0220700,PF3D7_0220700 protein,Pf3D7_02_v3: 833805 - 834688 (+),"Plasmodium exported protein (hyp9), unknown function",exported,113297,ExpHyp,0,0,0.1,2,0,0,0.48,0.59,1.49,9,0,0,1,4.321928095,1.63420602,0,0
PF3D7_0731700,PF3D7_0731700 protein,Pf3D7_07_v3: 1372063 - 1372760 (+),"Plasmodium exported protein (hyp9), unknown function",exported,73144,ExpHyp,0,0,1.1,12.9,0,0,0.58,0.72,1.6,9,0,0,1,3.551795637,1.4639471,1,0
PF3D7_0830700,PF3D7_0830700 protein,Pf3D7_08_v3: 1307053 - 1307924 (+),"Plasmodium exported protein (hyp9), unknown function",exported,165752,ExpHyp,0,0,0.1,0.1,0,0,0.44,0.47,0.45,12,0,0,0,0,0.032421478,0,0
PF3D7_0831500,PF3D7_0831500 protein,Pf3D7_08_v3: 1353456 - 1354669 (+),"Plasmodium exported protein (PHIST), unknown function",exported,119349,other,0,0,0.1,98.2,0,1,0.34,0.52,1.21,11,0,0,1,9.939579214,1.831400396,1,0
PF3D7_1372300,PF3D7_1372300 protein,Pf3D7_13_v3: 2845767 - 2846538 (+),"Plasmodium exported protein (PHIST), unknown function",exported,79469,other,0,0,0.4,0.9,0,0,0.99,5.38,8.18,7,0,1,1,1.169925001,3.046600413,0,0
PF3D7_1477400,PF3D7_1477400 protein,Pf3D7_14_v3: 3183248 - 3184352 (+),"Plasmodium exported protein (PHIST), unknown function",exported,108688,PHIST,1,1,145.1,0.1,1,0,17.41,1.52,2.1,5,1,1,1,-10.5028318,-3.05145497,0,1
PF3D7_1477300,Pfg14-744,Pf3D7_14_v3: 3179624 - 3180610 (+),"Plasmodium exported protein (PHIST), unknown function (Pfg14-744)",exported,112312,PHISTa,1,1,147.2,0.1,1,0,22.45,3.81,4.07,5,1,1,1,-10.52356196,-2.463614745,0,1
PF3D7_0425250,PF3D7_0425250 protein,Pf3D7_04_v3:1138009 - 1138559(-),"Plasmodium exported protein (PHIST), unknown function, pseudogene",exported,64528,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
PF3D7_0831900,PF3D7_0831900 protein,Pf3D7_08_v3: 1380834 - 1381835 (+),"Plasmodium exported protein (PHIST), unknown function, pseudogene",exported,91971,PHIST,0,0,0.1,0.1,0,0,11.92,4.26,3.45,5,1,1,1,0,-1.788715969,0,0
PF3D7_0832200,PF3D7_0832200.2 protein,Pf3D7_08_v3: 1392168 - 1393491 (+),"Plasmodium exported protein (PHISTa-like), unknown function",exported,80637,PHISTa,0,0,21.8,126.8,0,1,NA,NA,NA,NA,NA,NA,NA,2.540154705,NA,0,0
PF3D7_0832300,PF3D7_0832300 protein,Pf3D7_08_v3: 1397014 - 1397885 (+),"Plasmodium exported protein (PHISTa-like), unknown function",exported,75791,PHISTa,0,0,155.8,149.9,1,1,NA,NA,NA,NA,NA,NA,NA,-0.05569485,NA,0,0
PF3D7_1201200,PF3D7_1201200 protein,Pf3D7_12_v3: 89934 - 90749 (+),"Plasmodium exported protein (PHISTa-like), unknown function",exported,89934,PHISTa,0,0,1.6,8.4,0,0,0.39,0.44,0.57,12,0,0,0,2.392317423,0.547487795,0,0
PF3D7_0832700,PF3D7_0832700 protein,Pf3D7_08_v3: 1408571 - 1409356 (+),"Plasmodium exported protein (PHISTa-like), unknown function, pseudogene",exported,64234,PHISTa,0,0,204.7,198.7,1,1,NA,NA,NA,NA,NA,NA,NA,-0.04291923,NA,0,0
PF3D7_1301300,PF3D7_1301300 protein,Pf3D7_13_v3: 78614 - 79470 (-),"Plasmodium exported protein (PHISTa-like), unknown function, pseudogene",exported,79470,PHISTa,1,1,4.4,109.1,0,1,1.22,4.75,7.38,7,1,1,1,4.632003768,2.596739668,1,0
PF3D7_0115100,PF3D7_0115100 protein,Pf3D7_01_v3: 587391 - 588394 (+),"Plasmodium exported protein (PHISTa), unknown function",exported,53460,PHISTa,1,1,0.1,0.1,0,0,3.82,1.94,1.3,9,1,1,1,0,-1.555061015,0,0
PF3D7_0402000,PF3D7_0402000 protein,Pf3D7_04_v3: 114601 - 116058 (-),"Plasmodium exported protein (PHISTa), unknown function",nucleus,116058,PHISTa,1,1,6.9,76.5,0,1,1.66,5.98,8.79,7,1,1,1,3.470791481,2.404679924,1,0
PF3D7_0424900,PF3D7_0424900 protein,Pf3D7_04_v3: 1127779 - 1128802 (+),"Plasmodium exported protein (PHISTa), unknown function",exported,72711,PHISTa,1,1,138,141.7,1,1,1.09,4.29,6.87,7,1,1,1,0.038171491,2.655981964,0,0
PF3D7_0425400,PF3D7_0425400 protein,Pf3D7_04_v3: 1143992 - 1144824 (+),"Plasmodium exported protein (PHISTa), unknown function",exported,56498,PHISTa,1,1,162.3,151.2,1,1,19.07,12.17,11.09,3,1,1,1,-0.10220486,-0.782045478,0,0
PF3D7_0800600,PF3D7_0800600 protein,Pf3D7_08_v3: 61138 - 62135 (-),"Plasmodium exported protein (PHISTa), unknown function",exported,62135,PHISTa,1,1,0.1,0.1,0,0,9.69,3,2.14,5,1,1,1,0,-2.178885869,0,0
PF3D7_1001300,PF3D7_1001300 protein,Pf3D7_10_v3: 72934 - 73917 (-),"Plasmodium exported protein (PHISTa), unknown function",exported,73917,PHISTa,0,0,0.1,117.6,0,1,0.34,1.23,3.71,8,0,1,1,10.19967234,3.447812535,1,0
PF3D7_1149700,PF3D7_1149700 protein,Pf3D7_11_v3: 2004754 - 2005011 (+),"Plasmodium exported protein (PHISTa), unknown function",exported,33586,PHISTa,1,1,175.9,102.2,1,1,NA,NA,NA,NA,NA,NA,NA,-0.783360287,NA,0,0
PF3D7_1253100,PF3D7_1253100 protein,Pf3D7_12_v3: 2171342 - 2172349 (+),"Plasmodium exported protein (PHISTa), unknown function",exported,100152,PHISTa,0,0,0.1,33.2,0,0,0.75,0.75,1.42,9,0,0,1,8.375039431,0.920928429,0,0
PF3D7_1253800,PF3D7_1253800 protein,Pf3D7_12_v3: 2196157 - 2197122 (+),"Plasmodium exported protein (PHISTa), unknown function",exported,75337,PHISTa,1,1,13.2,12,0,0,NA,NA,NA,NA,NA,NA,NA,-0.137503524,NA,0,0
PF3D7_1301500,PF3D7_1301500 protein,Pf3D7_13_v3: 85563 - 86624 (-),"Plasmodium exported protein (PHISTa), unknown function",exported,86624,PHISTa,0,0,9.6,129.2,0,1,0.46,3.22,5.32,8,0,1,1,3.750427854,3.531720479,1,0
PF3D7_1372000,PF3D7_1372000 protein,Pf3D7_13_v3: 2832952 - 2834322 (+),"Plasmodium exported protein (PHISTa), unknown function",exported,92284,PHISTa,0,0,6.7,45.3,0,1,0.69,4.36,6.43,7,0,1,1,2.75727805,3.220150471,1,0
PF3D7_1479200,PF3D7_1479200 protein,Pf3D7_14_v3: 3260745 - 3261727 (+),"Plasmodium exported protein (PHISTa), unknown function",exported,31191,PHISTa,1,1,19,24.8,0,0,NA,NA,NA,NA,NA,NA,NA,0.384340702,NA,0,0
PF3D7_1478000,GEXP17,Pf3D7_14_v3: 3213581 - 3214617 (+),"Plasmodium exported protein (PHISTa), unknown function (GEXP17)",exported,78355,PHISTa,1,1,144.7,0.1,1,0,13.16,5.52,4.73,5,1,1,1,-10.49884921,-1.4762474,0,1
PF3D7_1477700,Pfg14-748,Pf3D7_14_v3: 3202931 - 3204017 (+),"Plasmodium exported protein (PHISTa), unknown function (Pfg14-748)",exported,89005,PHISTa,1,1,40.3,0.1,1,0,13.39,3.43,3.15,5,1,1,1,-8.654636029,-2.087732227,0,1
PF3D7_0102000,PF3D7_0102000 protein,Pf3D7_01_v3: 93113 - 93875 (-),"Plasmodium exported protein (PHISTa), unknown function, pseudogene",exported,93875,PHISTa,1,1,196.4,148.4,1,1,18.33,13.55,11.89,2,1,1,1,-0.404303838,-0.624458071,0,0
PF3D7_0425300,PF3D7_0425300 protein,Pf3D7_04_v3: 1141222 - 1142096 (+),"Plasmodium exported protein (PHISTa), unknown function, pseudogene",exported,59268,PHISTa,1,1,157.6,160.9,1,1,18.48,12.68,11.48,3,1,1,1,0.029896791,-0.686842115,0,0
PF3D7_0601700,PF3D7_0601700 protein,Pf3D7_06_v3: 70948 - 71935 (+),"Plasmodium exported protein (PHISTa), unknown function, pseudogene",exported,70948,PHISTa,0,1,0.1,10.7,0,0,0.59,0.55,0.58,11,0,0,0,6.741466986,-0.024662054,0,0
PF3D7_0831750,PF3D7_0831750 protein,Pf3D7_08_v3: 1371847 - 1372720 (+),"Plasmodium exported protein (PHISTa), unknown function, pseudogene",exported,100958,PHISTa,0,0,0.1,14.3,0,0,0.51,0.44,0.52,12,0,0,0,7.159871337,0.028014376,0,0
PF3D7_1000700,PF3D7_1000700 protein,Pf3D7_10_v3: 54542 - 55498 (-),"Plasmodium exported protein (PHISTa), unknown function, pseudogene",exported,55498,PHISTa,1,1,37.3,166.8,0,1,11.16,10.08,10.3,6,1,1,1,2.160871753,-0.11569269,0,0
PF3D7_1100600,PF3D7_1100600 protein,Pf3D7_11_v3: 54423 - 55371 (-),"Plasmodium exported protein (PHISTa), unknown function, pseudogene",exported,55371,PHISTa,0,0,6.5,4.5,0,0,19.97,11.68,11.43,3,1,1,1,-0.530514717,-0.805008929,0,0
PF3D7_1253300,PF3D7_1253300 protein,Pf3D7_12_v3: 2175329 - 2176087 (+),"Plasmodium exported protein (PHISTa), unknown function, pseudogene",exported,96165,PHISTa,0,0,0.1,1.8,0,0,10.1,8.07,6.98,4,1,1,1,4.169925001,-0.533056351,0,0
PF3D7_1253900,PF3D7_1253900 protein,Pf3D7_12_v3: 2198926 - 2199846 (+),"Plasmodium exported protein (PHISTa), unknown function, pseudogene",exported,72568,PHISTa,1,1,12.4,15.9,0,0,NA,NA,NA,NA,NA,NA,NA,0.358686645,NA,0,0
PF3D7_1301100,PF3D7_1301100 protein,Pf3D7_13_v3: 68484 - 69411 (-),"Plasmodium exported protein (PHISTa), unknown function, pseudogene",exported,69411,PHISTa,0,0,0.1,0.2,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0
PF3D7_1400900,PF3D7_1400900 protein,Pf3D7_14_v3: 30083 - 31008 (-),"Plasmodium exported protein (PHISTa), unknown function, pseudogene",exported,31008,PHISTa,1,1,0.2,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,-1,NA,0,0
PF3D7_1478500,PF3D7_1478500 protein,Pf3D7_14_v3: 3228672 - 3229589 (+),"Plasmodium exported protein (PHISTa), unknown function, pseudogene",exported,63264,PHISTa,1,1,28.6,165.3,0,1,11.56,8.86,7.86,4,1,1,1,2.530999673,-0.55654018,0,0
PF3D7_1479300,PF3D7_1479300 protein,Pf3D7_14_v3: 3263543 - 3264468 (+),"Plasmodium exported protein (PHISTa), unknown function, pseudogene",exported,28393,PHISTa,0,0,0.1,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0
PF3D7_0402100,PF3D7_0402100 protein,Pf3D7_04_v3: 123588 - 125464 (-),"Plasmodium exported protein (PHISTb), unknown function",exported,125464,PHISTb,1,1,15.9,19.4,0,0,0.91,1.15,1.63,9,0,1,1,0.287029887,0.840933514,0,0
PF3D7_0424600,PF3D7_0424600 protein,Pf3D7_04_v3: 1113345 - 1114486 (-),"Plasmodium exported protein (PHISTb), unknown function",exported,86004,PHISTb,0,0,0.1,109.7,0,1,0.57,1.31,2.05,9,0,1,1,10.09934781,1.846590085,1,0
PF3D7_0424800,PF3D7_0424800 protein,Pf3D7_04_v3: 1123986 - 1125004 (+),"Plasmodium exported protein (PHISTb), unknown function",exported,76504,PHISTb,1,0,115.5,152,1,1,1.07,3.9,7.54,7,1,1,1,0.396178472,2.816953727,0,0
PF3D7_0532300,PF3D7_0532300 protein,Pf3D7_05_v3: 1308278 - 1309940 (+),"Plasmodium exported protein (PHISTb), unknown function",exported,35279,PHISTb,0,0,1,71.1,0,1,0.69,2.11,5.76,8,0,1,1,6.151777655,3.061400545,1,0
